256, 1.5687, 50996098, 1, 0, 20, 1718, 50811, 62, 10, 127, -695.88, >, \n, >\n
257, 1.5717, 50900653, 4, 17, 20, 1718, 50095, 60, 47, 96, -370.88, <, /, </
258, 1.5744, 50814064, 4, 33, 20, 1720, 49707, 256, 32, 127, -348.27, >\n,  , >\n 
259, 1.5760, 50760047, 5, 49, 20, 1720, 49341, 258, 32, 127, -365.50, >\n ,  , >\n  
260, 1.5777, 50705700, 5, 65, 20, 1721, 48959, 91, 91, 55, -304.93, [, [, [[
261, 1.5973, 50084036, 5, 81, 20, 1724, 48635, 93, 93, 55, -301.25, ], ], ]]
262, 1.6173, 49464142, 5, 97, 20, 1727, 48315, 259, 32, 112, -266.79, >\n  ,  , >\n   
263, 1.6185, 49428781, 8, 113, 20, 1728, 48028, 262, 32, 112, -349.08, >\n   ,  , >\n    
264, 1.6200, 49382161, 8, 129, 20, 1728, 47662, 61, 34, 32, -199.08, =, \", =\"
265, 1.6203, 49374058, 8, 145, 20, 1732, 47443, 44, 32, 62, -185.13, \,,  , \, 
266, 1.6272, 49164939, 8, 161, 20, 1735, 47239, 39, 39, 30, -183.60, \', \', \'\'
267, 1.6337, 48967104, 8, 177, 20, 1739, 47036, 263, 32, 80, -168.25, >\n    ,  , >\n     
268, 1.6343, 48949738, 8, 193, 20, 1740, 46850, 267, 32, 80, -272.47, >\n     ,  , >\n      
269, 1.6354, 48917547, 8, 209, 20, 1742, 46559, 268, 60, 60, -332.37, >\n      , <, >\n      <
270, 1.6374, 48858800, 8, 226, 20, 1745, 46208, 263, 60, 25, -157.45, >\n    , <, >\n    <
271, 1.6387, 48820164, 9, 242, 20, 1749, 46030, 116, 59, 64, -156.65, t, ;, t;
272, 1.6416, 48734184, 9, 258, 20, 1751, 45855, 113, 117, 28, -146.37, q, u, qu
273, 1.6457, 48611055, 9, 274, 20, 1755, 45688, 34, 62, 26, -145.02, \", >, \">
274, 1.6462, 48597724, 9, 290, 20, 1759, 45523, 38, 272, 24, -134.43, &, qu, &qu
275, 1.6502, 48478448, 9, 306, 20, 1763, 45369, 109, 101, 110, -122.26, m, e, me
276, 1.6507, 48465429, 9, 323, 20, 1763, 45230, 275, 115, 58, -138.71, me, s, mes
277, 1.6507, 48464837, 9, 339, 20, 1765, 45073, 276, 112, 41, -160.29, mes, p, mesp
278, 1.6507, 48464969, 9, 355, 20, 1768, 44893, 97, 277, 41, -143.94, a, mesp, amesp
279, 1.6507, 48464835, 9, 371, 20, 1771, 44730, 110, 278, 41, -161.63, n, amesp, namesp
280, 1.6507, 48464692, 9, 388, 20, 1774, 44549, 279, 97, 41, -148.12, namesp, a, namespa
281, 1.6507, 48464558, 9, 404, 20, 1777, 44382, 280, 99, 41, -193.13, namespa, c, namespac
282, 1.6507, 48464367, 9, 420, 20, 1780, 44169, 281, 101, 41, -136.57, namespac, e, namespace
283, 1.6507, 48464248, 9, 436, 20, 1783, 44014, 32, 260, 44, -104.28,  , [[,  [[
284, 1.6538, 48374535, 9, 453, 20, 1786, 43890, 116, 104, 74, -100.64, t, h, th
285, 1.6635, 48092045, 9, 469, 19, 1787, 43773, 269, 282, 21, -96.37, >\n      <, namespace, >\n      <namespace
286, 1.6635, 48091896, 9, 485, 19, 1791, 43657, 282, 285, 18, -142.01, namespace, >\n      <namespace, namespace>\n      <namespace
287, 1.6635, 48091583, 10, 502, 19, 1795, 43493, 257, 286, 18, -97.33, </, namespace>\n      <namespace, </namespace>\n      <namespace
288, 1.6635, 48091446, 10, 518, 19, 1799, 43376, 99, 104, 41, -93.81, c, h, ch
289, 1.6654, 48036113, 10, 534, 19, 1802, 43263, 32, 284, 48, -93.25,  , th,  th
290, 1.6706, 47886110, 10, 551, 19, 1804, 43151, 289, 101, 38, -94.27,  th, e,  the
291, 1.6780, 47675366, 10, 567, 19, 1807, 43037, 121, 264, 20, -83.28, y, =\", y=\"
292, 1.6780, 47675414, 10, 583, 19, 1811, 42934, 59, 35, 14, -83.10, ;, #, ;#
293, 1.6783, 47666903, 10, 600, 19, 1815, 42830, 292, 57, 14, -90.08, ;#, 9, ;#9
294, 1.6784, 47665772, 10, 616, 19, 1819, 42720, 114, 288, 31, -82.69, r, ch, rch
295, 1.6784, 47664218, 10, 632, 19, 1822, 42617, 97, 294, 31, -107.63, a, rch, arch
296, 1.6787, 47657112, 10, 649, 19, 1825, 42490, 110, 295, 29, -100.39, n, arch, narch
297, 1.6787, 47655671, 10, 665, 19, 1828, 42370, 274, 111, 24, -81.02, &qu, o, &quo
298, 1.6811, 47586866, 10, 682, 19, 1832, 42269, 297, 271, 24, -153.51, &quo, t;, &quot;
299, 1.6862, 47445032, 10, 698, 19, 1835, 42096, 111, 110, 81, -71.44, o, n, on
300, 1.6882, 47388480, 10, 715, 19, 1836, 42008, 97, 110, 73, -71.94, a, n, an
301, 1.6923, 47273990, 10, 731, 19, 1836, 41918, 105, 110, 80, -112.02, i, n, in
302, 1.6995, 47073533, 10, 748, 19, 1837, 41790, 105, 299, 43, -79.12, i, on, ion
303, 1.7020, 47002448, 10, 764, 19, 1839, 41692, 103, 271, 20, -63.88, g, t;, gt;
304, 1.7031, 46973956, 10, 780, 19, 1842, 41608, 38, 303, 20, -128.04, &, gt;, &gt;
305, 1.7055, 46908063, 10, 797, 19, 1846, 41460, 102, 304, 20, -107.62, f, &gt;, f&gt;
306, 1.7055, 46907815, 10, 813, 19, 1849, 41332, 108, 271, 20, -80.84, l, t;, lt;
307, 1.7067, 46875162, 10, 830, 19, 1853, 41231, 38, 306, 20, -145.64, &, lt;, &lt;
308, 1.7093, 46803071, 10, 847, 19, 1856, 41066, 59, 38, 12, -89.58, ;, &, ;&
309, 1.7095, 46797736, 10, 863, 19, 1860, 40956, 296, 105, 24, -63.15, narch, i, narchi
310, 1.7095, 46796450, 10, 880, 19, 1864, 40873, 309, 115, 24, -88.08, narchi, s, narchis
311, 1.7096, 46794466, 10, 896, 19, 1867, 40765, 99, 299, 21, -61.60, c, on, con
312, 1.7107, 46763286, 10, 913, 19, 1870, 40683, 111, 102, 34, -60.88, o, f, of
313, 1.7151, 46645101, 10, 929, 19, 1873, 40603, 32, 312, 33, -96.52,  , of,  of
314, 1.7206, 46495461, 10, 946, 19, 1875, 40488, 111, 114, 73, -65.46, o, r, or
315, 1.7230, 46431663, 10, 962, 19, 1875, 40406, 101, 114, 90, -61.52, e, r, er
316, 1.7259, 46353183, 10, 979, 19, 1874, 40329, 114, 101, 75, -85.89, r, e, re
317, 1.7277, 46304140, 10, 996, 19, 1874, 40226, 316, 305, 20, -115.05, re, f&gt;, ref&gt;
318, 1.7278, 46301005, 10, 1012, 19, 1877, 40091, 101, 291, 20, -64.57, e, y=\", ey=\"
319, 1.7278, 46300956, 11, 1029, 19, 1881, 40006, 107, 318, 20, -118.69, k, ey=\", key=\"
320, 1.7278, 46300834, 11, 1046, 19, 1884, 39867, 82, 69, 12, -57.94, R, E, RE
321, 1.7280, 46296576, 11, 1062, 19, 1888, 39789, 112, 293, 14, -56.47, p, ;#9, p;#9
322, 1.7280, 46295183, 11, 1079, 19, 1891, 39712, 109, 321, 14, -55.29, m, p;#9, mp;#9
323, 1.7281, 46293788, 11, 1096, 19, 1895, 39637, 111, 109, 39, -56.36, o, m, om
324, 1.7293, 46261318, 11, 1112, 19, 1897, 39562, 32, 319, 20, -53.09,  , key=\",  key=\"
325, 1.7293, 46261288, 11, 1129, 19, 1900, 39489, 287, 324, 18, -149.31, </namespace>\n      <namespace,  key=\", </namespace>\n      <namespace key=\"
326, 1.7293, 46260966, 11, 1146, 19, 1903, 39320, 307, 317, 10, -50.11, &lt;, ref&gt;, &lt;ref&gt;
327, 1.7294, 46259748, 11, 1162, 19, 1907, 39249, 91, 104, 11, -47.17, [, h, [h
328, 1.7303, 46234139, 11, 1179, 19, 1911, 39182, 105, 100, 54, -46.28, i, d, id
329, 1.7301, 46239758, 11, 1196, 19, 1911, 39118, 328, 62, 20, -79.94, id, >, id>
330, 1.7310, 46216713, 11, 1212, 19, 1914, 39018, 257, 328, 20, -82.33, </, id, </id
331, 1.7318, 46195706, 11, 1229, 19, 1917, 38916, 300, 100, 24, -53.88, an, d, and
332, 1.7365, 46070958, 11, 1246, 19, 1920, 38843, 101, 100, 41, -53.82, e, d, ed
333, 1.7386, 46012927, 11, 1263, 19, 1922, 38770, 114, 105, 47, -53.06, r, i, ri
334, 1.7399, 45979269, 11, 1279, 19, 1923, 38700, 333, 98, 16, -48.70, ri, b, rib
335, 1.7402, 45971736, 11, 1296, 19, 1926, 38631, 334, 117, 14, -53.60, rib, u, ribu
