256, 1.5806, 5061247, 1, 0, 28, 3407, 5057811, 91, 91, 9010, -52828.19, [, [, [[
257, 1.5973, 5008420, 4, 17, 28, 3416, 5004955, 93, 93, 9009, -52703.14, ], ], ]]
258, 1.6143, 4955716, 4, 33, 28, 3424, 4952227, 116, 104, 13014, -24811.92, t, h, th
259, 1.6224, 4930905, 5, 49, 28, 3431, 4927392, 258, 101, 8381, -18936.35, th, e, the
260, 1.6287, 4911969, 5, 65, 28, 3440, 4908431, 44, 32, 7263, -18152.31, \,,  , \, 
261, 1.6347, 4893816, 5, 81, 28, 3449, 4890253, 39, 39, 2641, -15395.22, \', \', \'\'
262, 1.6399, 4878421, 5, 97, 28, 3460, 4874831, 32, 259, 6865, -14443.65,  , the,  the
263, 1.6447, 4863977, 8, 113, 28, 3469, 4860359, 262, 32, 5972, -14109.59,  the,  ,  the 
264, 1.6495, 4849867, 8, 129, 28, 3478, 4846224, 38, 113, 1848, -13714.30, &, q, &q
265, 1.6542, 4836153, 8, 145, 28, 3489, 4832483, 62, 10, 2468, -12456.31, >, \n, >\n
266, 1.6585, 4823697, 8, 161, 28, 3500, 4820000, 60, 47, 1844, -11106.08, <, /, </
267, 1.6623, 4812590, 8, 177, 28, 3511, 4808866, 264, 117, 1848, -10293.57, &q, u, &qu
268, 1.6659, 4802297, 8, 193, 28, 3522, 4798546, 105, 110, 11543, -10081.83, i, n, in
269, 1.6694, 4792216, 8, 210, 28, 3529, 4788441, 97, 110, 11236, -12782.26, a, n, an
270, 1.6738, 4779433, 8, 226, 28, 3536, 4775635, 111, 110, 9324, -14670.53, o, n, on
271, 1.6790, 4764762, 9, 242, 28, 3543, 4760940, 269, 100, 4534, -13539.30, an, d, and
272, 1.6838, 4751223, 9, 258, 28, 3553, 4747375, 111, 102, 5279, -10707.76, o, f, of
273, 1.6876, 4740516, 9, 274, 28, 3563, 4736642, 32, 272, 5086, -13987.19,  , of,  of
274, 1.6926, 4726528, 9, 290, 28, 3572, 4722629, 10, 42, 1604, -9815.51, \n, *, \n*
275, 1.6961, 4716713, 9, 307, 28, 3583, 4712786, 105, 270, 4164, -9103.64, i, on, ion
276, 1.6994, 4707610, 9, 323, 28, 3593, 4703657, 116, 275, 3115, -9649.74, t, ion, tion
277, 1.7029, 4697959, 9, 339, 28, 3603, 4693980, 268, 103, 3059, -8794.36, in, g, ing
